h5_relative_path,volume,slice_index,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,whole_tumor_pixels,has_tumor,eligible_br_lora_slice,image_channel,image_channel_index,label_rule,image_role,source_cohort
volume_35_slice_83.h5,35,83,5,318,64,387,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_84.h5,35,84,3,278,24,305,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_85.h5,35,85,0,262,4,266,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_86.h5,35,86,0,166,0,166,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_87.h5,35,87,0,55,0,55,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_88.h5,35,88,0,18,0,18,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_89.h5,35,89,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_90.h5,35,90,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_91.h5,35,91,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_92.h5,35,92,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_93.h5,35,93,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_94.h5,35,94,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_95.h5,35,95,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_96.h5,35,96,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_97.h5,35,97,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_98.h5,35,98,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_99.h5,35,99,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_100.h5,35,100,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_101.h5,35,101,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_102.h5,35,102,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_103.h5,35,103,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_104.h5,35,104,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_105.h5,35,105,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_106.h5,35,106,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_107.h5,35,107,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_108.h5,35,108,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_109.h5,35,109,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_110.h5,35,110,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_111.h5,35,111,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_112.h5,35,112,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_113.h5,35,113,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_114.h5,35,114,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_115.h5,35,115,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_116.h5,35,116,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_117.h5,35,117,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_118.h5,35,118,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_119.h5,35,119,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_120.h5,35,120,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_121.h5,35,121,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_122.h5,35,122,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_123.h5,35,123,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_124.h5,35,124,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_125.h5,35,125,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_126.h5,35,126,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_127.h5,35,127,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_128.h5,35,128,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_129.h5,35,129,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_130.h5,35,130,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_131.h5,35,131,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_132.h5,35,132,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_133.h5,35,133,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_134.h5,35,134,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_135.h5,35,135,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_136.h5,35,136,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_137.h5,35,137,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_138.h5,35,138,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_139.h5,35,139,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_140.h5,35,140,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_141.h5,35,141,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_142.h5,35,142,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_143.h5,35,143,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_144.h5,35,144,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_145.h5,35,145,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_146.h5,35,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_147.h5,35,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_148.h5,35,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_149.h5,35,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_150.h5,35,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_151.h5,35,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_152.h5,35,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_153.h5,35,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_35_slice_154.h5,35,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_0.h5,36,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_1.h5,36,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_2.h5,36,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_3.h5,36,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_4.h5,36,4,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_5.h5,36,5,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_6.h5,36,6,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_7.h5,36,7,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_8.h5,36,8,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_9.h5,36,9,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_10.h5,36,10,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_11.h5,36,11,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_12.h5,36,12,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_13.h5,36,13,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_14.h5,36,14,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_15.h5,36,15,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_16.h5,36,16,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_17.h5,36,17,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_18.h5,36,18,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_19.h5,36,19,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_20.h5,36,20,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_21.h5,36,21,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_22.h5,36,22,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_23.h5,36,23,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_24.h5,36,24,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_25.h5,36,25,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_26.h5,36,26,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_27.h5,36,27,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_28.h5,36,28,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_29.h5,36,29,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_30.h5,36,30,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_31.h5,36,31,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_32.h5,36,32,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_33.h5,36,33,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_34.h5,36,34,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_35.h5,36,35,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_36.h5,36,36,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_37.h5,36,37,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_38.h5,36,38,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_39.h5,36,39,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_40.h5,36,40,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_41.h5,36,41,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_42.h5,36,42,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_43.h5,36,43,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_44.h5,36,44,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_45.h5,36,45,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_46.h5,36,46,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_47.h5,36,47,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_48.h5,36,48,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_49.h5,36,49,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_50.h5,36,50,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_51.h5,36,51,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_52.h5,36,52,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_53.h5,36,53,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_54.h5,36,54,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_55.h5,36,55,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_56.h5,36,56,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_57.h5,36,57,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_58.h5,36,58,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_59.h5,36,59,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_60.h5,36,60,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_61.h5,36,61,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_62.h5,36,62,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_63.h5,36,63,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_64.h5,36,64,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_65.h5,36,65,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_66.h5,36,66,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_67.h5,36,67,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_68.h5,36,68,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_69.h5,36,69,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_70.h5,36,70,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_71.h5,36,71,0,10,0,10,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_72.h5,36,72,0,32,0,32,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_73.h5,36,73,0,64,1,65,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_74.h5,36,74,0,88,21,109,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_75.h5,36,75,0,94,62,156,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_76.h5,36,76,1,118,117,236,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_77.h5,36,77,1,141,173,315,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_78.h5,36,78,2,129,222,353,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_79.h5,36,79,26,150,226,402,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_80.h5,36,80,49,264,199,512,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_81.h5,36,81,61,330,246,637,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_82.h5,36,82,63,473,237,773,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_83.h5,36,83,65,489,241,795,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_84.h5,36,84,58,520,277,855,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_85.h5,36,85,62,516,268,846,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_86.h5,36,86,59,492,296,847,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_87.h5,36,87,49,471,307,827,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_88.h5,36,88,36,417,345,798,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_89.h5,36,89,21,372,386,779,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_90.h5,36,90,18,354,332,704,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_91.h5,36,91,9,347,312,668,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_92.h5,36,92,0,343,266,609,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_93.h5,36,93,2,344,213,559,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_94.h5,36,94,2,340,164,506,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_95.h5,36,95,1,342,124,467,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_96.h5,36,96,0,301,85,386,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_97.h5,36,97,0,271,45,316,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_98.h5,36,98,0,233,1,234,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_99.h5,36,99,0,206,0,206,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_100.h5,36,100,0,197,0,197,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_101.h5,36,101,0,163,0,163,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_102.h5,36,102,0,144,0,144,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_103.h5,36,103,0,127,0,127,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_104.h5,36,104,0,98,0,98,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_105.h5,36,105,0,56,0,56,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_106.h5,36,106,0,31,0,31,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_107.h5,36,107,0,11,0,11,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_108.h5,36,108,0,1,0,1,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_109.h5,36,109,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_110.h5,36,110,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_111.h5,36,111,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_112.h5,36,112,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_113.h5,36,113,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_114.h5,36,114,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_115.h5,36,115,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_116.h5,36,116,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_117.h5,36,117,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_118.h5,36,118,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_119.h5,36,119,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_120.h5,36,120,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_121.h5,36,121,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_122.h5,36,122,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_123.h5,36,123,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_124.h5,36,124,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_125.h5,36,125,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_126.h5,36,126,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_127.h5,36,127,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_128.h5,36,128,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_129.h5,36,129,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_130.h5,36,130,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_131.h5,36,131,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_132.h5,36,132,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_133.h5,36,133,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_134.h5,36,134,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_135.h5,36,135,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_136.h5,36,136,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_137.h5,36,137,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_138.h5,36,138,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_139.h5,36,139,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_140.h5,36,140,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_141.h5,36,141,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_142.h5,36,142,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_143.h5,36,143,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_144.h5,36,144,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_145.h5,36,145,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_146.h5,36,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_147.h5,36,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_148.h5,36,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_149.h5,36,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_150.h5,36,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_151.h5,36,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_152.h5,36,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_153.h5,36,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_36_slice_154.h5,36,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_37_slice_0.h5,37,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_37_slice_1.h5,37,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_37_slice_2.h5,37,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
volume_37_slice_3.h5,37,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training
